"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"209",0.03,0.4,0.01,0.98,0.07,0.01,0.3,0.4,0.25,0.53,0.04,1,0.54,0.52,0.28,0.67,0.56,0.21,0.61,0.59,0.52,0.5,0.43,0.3,0.34,"0.53",0.61,0.01,0.1,0.09,0.19,0.51,0.27,0.57,0.29,0.63,0.17,0.65,0.2,0.48,0.3,0.27,0.51,0.8,0.83,0.87,0.82,0.41,0.53,0.01,0.1,0.01,0.23,0.25,0.31,0.29,0.09,0.08,0.1,0.08,0.91,0.05,0.21,0.2,0.42,0.59,0.14,0.69,0.03,0.44,0.5,0.02,0.9,0.59,0.09,0.35,0,0.02,0.11,0.55,0.51,0.48,0.45,0.57,0.64,0.54,0.45,0.47,0.43,0,0,0.16,0.85,0.87,0.87,0.85,0.01,0.5,0.89,0,0.03
"210",0,0.31,0.24,0.74,0.26,0.02,0.97,1,1,0.39,0,0,0.18,0.62,0.29,0.66,0.36,0.04,0.52,0.49,0.3,0.32,0.2,0.12,0.24,"0.1",0.52,0.03,0.76,0.18,0.18,0.94,0.35,0.34,0.27,1,0.23,0.77,0.11,1,0.15,0.12,0.32,0.73,0.75,0.85,0.79,0.37,0.53,0,0.14,0,0.81,0.79,0.78,0.77,0.37,0.32,0.28,0.26,0.88,0.06,0.12,0.08,0.33,0.41,0.31,0.36,0.09,0.58,0,0.01,0.84,0.34,0,0.46,0.73,0.3,0.07,0.18,0.19,0.2,0.24,0.27,0.37,0.27,1,0.23,0.25,0,0,0.19,0.39,0.28,0.06,0.14,0.02,0.13,0,0,0.15
"211",0.01,0.36,0.62,0.38,0.23,0.16,0.28,0.51,0.29,0.39,0.02,1,0.35,0.72,0.1,0.44,0.35,0.18,0.49,0.39,0.37,0.4,0.38,0.2,0.27,"0.32",0.38,0.01,0.16,0.26,0.4,0.39,0.3,0.71,0.11,0.47,0.28,0.44,0.67,0.58,0.61,0.66,0.46,0.42,0.49,0.58,0.49,0.83,0.9,0.02,0.6,0.01,0.48,0.49,0.67,0.71,0.52,0.47,0.58,0.56,0.72,0.16,0.36,0.3,0.4,0.49,0.34,0.42,0.27,0.63,0,0.01,0.86,0.39,0.13,0.26,0.21,0.15,0.14,0.26,0.25,0.24,0.57,0.5,0.51,0.43,0.44,0.46,0.24,0.01,0.02,0.46,0.13,0.52,0.54,0.36,0,0.54,1,0,0.29
"212",0,0.31,0.01,0.99,0.03,0,0.36,0.35,0.21,0.57,0.02,1,0.33,0.41,0.05,0.55,0.65,0.16,0.64,0.35,0.36,0.33,0.38,0.01,0.97,"0",1,0,0.13,0.23,0.3,0.33,0.25,0.42,0.54,0.44,0.41,0.52,0.33,0.19,0.32,0.34,0.34,0.78,0.81,0.86,0.84,0.72,0.54,0,0.03,0,0,0,0,0,0,0,0,0,0.98,0.01,0.08,0.09,0.35,0.38,0.23,0.77,0.03,0.36,0.5,0.01,0.75,0.73,0.02,0.5,0.44,0.15,0.22,0.09,0.09,0.1,0.16,0.17,0.17,0.19,0.3,0.09,0.25,0,0,0.02,0.77,0.79,0.83,0.78,0.01,0.24,0.04,0,0.01
"213",0.03,0.19,0.25,0.75,0.1,0.22,0.22,0.5,0.29,0.41,0.04,1,0.27,0.62,0.22,0.4,0.39,0.21,0.31,0.28,0.35,0.38,0.23,0.14,0.21,"0.21",0.33,0.02,0.27,0.25,0.37,0.27,0.26,0.66,0.24,0.21,0.29,0.31,0.97,0.62,0.85,0.93,0.26,0.4,0.43,0.46,0.22,0.66,0.67,0.02,0.51,0.03,0.48,0.6,0.64,0.67,0.56,0.61,0.6,0.57,0.65,0.3,0.16,0.11,0.2,0.18,0.28,0.34,0.29,0.9,0,0.09,0.46,0.37,0.16,0.28,0.67,0.34,0.18,0.2,0.19,0.18,0.47,0.42,0.44,0.43,0.57,0.55,0.4,0,0,0.49,0.15,0.3,0.52,0.35,0.02,0.35,0.16,0,0.66
"214",0.01,0.44,0.06,0.84,0.4,0.11,0.41,0.47,0.35,0.53,0.03,1,0.57,0.59,0.16,0.75,0.61,0.12,0.59,0.62,0.53,0.54,0.35,0,0.33,"0.46",0.57,0.01,0.08,0.24,0.28,0.52,0.22,0.53,0.34,0.39,0.24,0.58,0.24,0.55,0.29,0.28,0.52,0.82,0.84,0.82,0.88,0.43,0.54,0,0.11,0.02,0.4,0.39,0.43,0.42,0.45,0.38,0.38,0.35,0.66,0.21,0.25,0.23,0.45,0.55,0.24,0.69,0.09,0.49,0.5,0.03,0.71,0.62,0.23,0.53,0,0.07,0.08,0.59,0.54,0.5,0.59,0.6,0.67,0.6,0.41,0.47,0.76,0,0,0.48,0.6,0.83,0.67,0.67,0.01,0.53,1,0,0.05
"215",0.01,0.64,0.05,0.9,0.02,0.16,0.46,0.51,0.29,0.17,0,0,0.44,0.77,0.83,0.44,0.23,0.12,0.25,0.41,0.32,0.32,0.21,0.31,0.25,"0.21",0.28,0.01,0.18,0.21,0.3,0.31,0.31,0.64,0.53,0.27,0.42,0.44,0.36,0.21,0.38,0.38,0.6,0.83,0.81,0.83,0.76,0.41,0.44,0,0.09,0,0.25,0.35,0.43,0.61,0.06,0.08,0.09,0.11,0.86,0.1,0.27,0.31,0.69,0.64,0.76,0.73,0.24,0.25,0.5,0.02,0.72,0.75,0.14,0.5,0.88,0.33,0.13,0.15,0.16,0.18,0.28,0.28,0.36,0.37,0.5,0.63,0.44,0,0,0.1,0.64,0.32,0.49,0.62,0.11,0.03,0,0,0.27
"216",0.07,0.48,0.01,0.84,0.29,0.31,0.36,0.46,0.27,0.48,0.08,1,0.32,0.49,0.36,0.41,0.48,0.6,0.51,0.32,0.33,0.33,0.13,0.17,0.3,"0.24",0.28,0.06,0.33,0.47,0.48,0.21,0.4,0.44,0.37,0.34,0.55,0.31,0.65,0.35,0.63,0.66,0.48,0.57,0.59,0.55,0.52,0.31,0.32,0.03,0.23,0.04,0.28,0.48,0.5,0.52,0.21,0.31,0.29,0.28,0.67,0.28,0.31,0.29,0.47,0.43,0.54,0.4,0.4,0.59,0,0.03,0.89,0.44,0.12,0.15,0.63,0.21,0.39,0.29,0.3,0.3,0.37,0.37,0.43,0.38,0.52,0.5,0.22,0.09,0.1,0.31,0.55,0.36,0.61,0.76,0.03,0.41,0.01,0,0.49
"217",0.03,0.58,0.11,0.77,0.06,0.35,0.45,0.58,0.3,0.1,0,0,0.36,0.86,0.26,0.4,0.14,0.1,0.22,0.34,0.26,0.27,0.25,0.27,0.41,"0.25",0.3,0.02,0.23,0.23,0.24,0.35,0.21,0.81,0.47,0.29,0.34,0.39,0.48,0.29,0.61,0.58,0.62,0.7,0.72,0.76,0.65,0.72,0.74,0,0.09,0.01,0.2,0.3,0.35,0.4,0.06,0.08,0.09,0.09,0.74,0.15,0.26,0.27,0.63,0.68,0.56,0.45,0.27,0.36,0.5,0.06,0.6,0.43,0.24,0.37,0.9,0.34,0.04,0.14,0.13,0.13,0.26,0.27,0.3,0.31,0.34,0.63,0.51,0,0,0.13,0.6,0.26,0.14,0.67,0.05,0.13,0.01,0,0.08
"218",0,0.86,0,0.98,0.01,0.04,0.59,0.56,0.33,0.29,0,0,0.29,0.61,1,0.36,0.53,0.19,0.62,0.27,0.12,0.11,0,0.42,0.03,"0.18",0.23,0.01,0.19,0.1,0.24,0.19,0.4,0.5,0.68,0.3,0.72,0.21,0.21,0.26,0.25,0.23,1,0.87,0.89,0.82,0.81,0.32,0.34,0,0.04,0,0.22,0.45,0.52,0.44,0.02,0.03,0.03,0.03,0.96,0.04,1,1,0.94,0.96,0.77,0.72,0.27,0.3,0.5,0,0.9,0.7,0.42,0.62,0.5,0.21,0.07,0.11,0.1,0.09,0.18,0.18,0.18,0.21,0.15,0.49,0.24,0,0,0.03,0.88,0.7,0.86,0.84,0.02,0.12,0.05,0,0.04
"219",0.07,0.33,0.71,0.43,0.03,0.01,0.38,0.39,0.28,0.63,0.08,1,0.15,0.4,0.23,0.32,0.69,0.45,0.57,0.2,0.21,0.28,0.19,0.12,0.22,"0.09",0.48,0.09,0.5,0.71,0.75,0.18,0.58,0.35,0.8,0.35,0.85,0.26,0.65,0.39,0.64,0.67,0.37,0.34,0.32,0.25,0.28,0.68,0.68,0.07,0.53,0,0.11,0.15,0.21,0.23,0,0.01,0.01,0.01,0.97,0.03,0.19,0.17,0.33,0.33,0.37,0.5,0.12,0.56,0,0.08,0.73,0.51,0.5,0.66,0.38,0.63,0.49,0.06,0.06,0.07,0.05,0.09,0.1,0.11,0.33,0.15,0.36,0.04,0,0.01,0.81,0.67,0.71,0.79,0.12,0.1,0.12,0,0.16
"220",0.02,0.35,0.01,0.98,0.07,0.01,0.38,0.49,0.31,0.51,0.04,1,0.33,0.55,0.18,0.57,0.55,0.28,0.65,0.35,0.33,0.32,0.41,0.31,0.19,"0.09",0.6,0.01,0.18,0.14,0.23,0.34,0.23,0.6,0.2,0.43,0.32,0.4,0.4,0.48,0.52,0.49,0.37,0.61,0.59,0.71,0.46,0.74,0.75,0.01,0.11,0.01,0.18,0.17,0.24,0.39,0.05,0.04,0.05,0.08,0.93,0.02,0.11,0.11,0.36,0.41,0.29,0.58,0.04,0.55,0,0.02,0.84,0.55,0.04,0.54,0.21,0.05,0.25,0.25,0.24,0.22,0.39,0.41,0.47,0.42,0.5,0.51,0.51,0,0,0.11,0.74,0.64,0.74,0.72,0.03,0.16,0.14,0,0.06
"221",0,0.52,0,0.99,0.03,0.02,0.48,0.54,0.41,0.45,0,0,0.25,0.52,0.3,0.63,0.57,0.39,0.46,0.28,0.22,0.2,0.05,0.12,0.41,"0.23",0.3,0.01,0.28,0.54,0.49,0.21,0.2,0.58,0.79,0.54,0.72,0.27,0.38,0.54,0.34,0.37,0.48,0.68,0.72,0.75,0.82,0.79,0.85,0,0.13,0,0.23,0.21,0.24,0.24,0.02,0.02,0.02,0.02,0.93,0.01,0.19,0.19,0.44,0.49,0.38,0.51,0.05,0.45,0.5,0,0.92,0.49,0.06,0.24,0.13,0.19,0.52,0.1,0.08,0.08,0.21,0.22,0.23,0.22,0.23,0.39,0.51,0.01,0,0.04,0.82,0.59,0.58,0.72,0.02,0.16,0.04,0,0.04
"222",0.02,0.38,0.41,0.59,0.14,0.18,0.3,0.51,0.25,0.41,0.03,1,0.39,0.57,0.11,0.45,0.43,0.3,0.44,0.44,0.39,0.43,0.32,0.07,0.47,"0.29",0.36,0.02,0.3,0.28,0.4,0.35,0.3,0.56,0.28,0.5,0.37,0.43,0.53,0.51,0.53,0.55,0.45,0.42,0.43,0.55,0.36,0.48,0.43,0.02,0.59,0.01,0.55,0.55,0.52,0.55,0.44,0.38,0.33,0.32,0.72,0.21,0.35,0.3,0.41,0.43,0.42,0.36,0.2,0.73,0,0.04,0.65,0.37,0.12,0.58,0.35,0.2,0.17,0.44,0.41,0.37,0.53,0.57,0.64,0.58,0.68,0.66,0.46,0.03,0,0.34,0.74,0.55,0.71,0.74,0.01,0.38,0.63,0,0.31
"223",0.07,0.42,0.24,0.56,0.12,0.38,0.52,0.62,0.45,0.39,0.09,1,0.17,0.48,0.16,0.38,0.5,0.66,0.46,0.19,0.19,0.24,0.19,0.14,0.16,"0.15",0.18,0.1,0.55,0.52,0.68,0.2,0.4,0.45,0.63,0.36,0.77,0.25,0.68,0.71,0.7,0.72,0.54,0.23,0.2,0.19,0.23,0.34,0.35,0.11,0.97,0.02,0.28,0.32,0.36,0.48,0.08,0.08,0.08,0.1,0.63,0.31,0.46,0.34,0.4,0.39,0.44,0.32,0.24,0.55,0,0.07,0.78,0.34,0.42,0.45,0,0.46,0.43,0.11,0.1,0.09,0.23,0.25,0.27,0.24,0.56,0.38,0.33,0.2,0,0.12,0.73,0.43,0.72,0.66,0.02,0.63,0.31,0,0.36
"224",0,0.48,0,0.98,0.04,0.04,0.42,0.38,0.26,0.49,0.02,1,0.43,0.54,0.04,0.68,0.5,0.18,0.7,0.42,0.35,0.33,0.1,0,0.51,"0.28",0.37,0,0.11,0.21,0.35,0.25,0.28,0.42,0.62,0.5,0.45,0.42,0.29,0.27,0.27,0.29,0.48,0.85,0.82,0.81,0.78,0.56,0.61,0,0.04,0,0.04,0.03,0.19,0.16,0.01,0.01,0.04,0.03,0.93,0.03,0.17,0.19,0.5,0.53,0.3,0.86,0.03,0.26,0.5,0,0.94,0.83,0.09,0.52,0.44,0.1,0,0.17,0.16,0.15,0.23,0.23,0.22,0.22,0.14,0.16,0.1,0,0,0.1,0.77,0.81,0.89,0.87,0.02,0.12,0.01,0,0.05
"225",0.04,0.4,0.01,0.97,0.05,0.03,0.39,0.45,0.29,0.5,0,0,0.25,0.53,0.19,0.62,0.58,0.33,0.45,0.27,0.25,0.24,0.1,0.27,0.11,"0.24",0.29,0.03,0.24,0.36,0.37,0.21,0.29,0.51,0.62,0.41,0.59,0.29,0.41,0.37,0.39,0.41,0.47,0.66,0.72,0.65,0.67,0.61,0.64,0.01,0.13,0,0.25,0.18,0.19,0.2,0.03,0.02,0.02,0.02,0.93,0.03,0.23,0.2,0.4,0.49,0.25,0.61,0.06,0.47,0.5,0.03,0.88,0.55,0.11,0.49,0.29,0.13,0.2,0.09,0.08,0.08,0.21,0.24,0.25,0.23,0.41,0.35,0.39,0,0,0.04,0.91,0.61,0.79,0.85,0.03,0.25,0.04,0,0.16
"226",0,0.31,0.46,0.63,0.01,0,0.37,0.41,0.29,0.68,0.02,1,0.14,0.35,0.26,0.26,0.71,0.54,0.61,0.19,0.19,0.22,0.17,0.2,0.34,"0.05",0.4,0.02,0.55,0.52,0.6,0.2,0.48,0.31,0.5,0.39,0.68,0.28,0.56,0.29,0.53,0.57,0.38,0.44,0.39,0.54,0.37,0.51,0.54,0.01,0.5,0,1,0.98,0.95,0.81,0.06,0.04,0.03,0.03,0.98,0.03,0.21,0.19,0.34,0.3,0.43,0.56,0.1,0.48,0.5,0.02,0.67,0.59,0.18,0.58,0.31,0.52,0.27,0.06,0.05,0.07,0,0.06,0.06,0.09,0.57,0.21,0.42,0,0,0.01,0.81,0.74,0.82,0.84,0.02,0.13,0.01,0,0.1
"227",0.02,0.37,0.43,0.63,0.03,0.02,0.43,0.44,0.33,0.65,0,0,0.12,0.24,0.48,0.27,0.7,0.59,0.5,0.14,0.17,0.2,0.15,0.18,0.12,"0.22",0.38,0.05,0.68,0.52,0.61,0.22,0.56,0.24,0.51,0.52,0.62,0.32,0.64,0.32,0.6,0.65,0.42,0.43,0.4,0.45,0.56,0.49,0.53,0.02,0.4,0,0.81,0.94,0.99,0.95,0.08,0.08,0.07,0.07,0.96,0.03,0.21,0.18,0.36,0.3,0.47,0.46,0.17,0.55,0,0.07,0.48,0.5,0.85,0.64,0.54,0.7,0.42,0.03,0.03,0.05,0.12,0.17,0.17,0.18,0.69,0.19,0.56,0,0,0.04,0.82,0.6,0.73,0.82,0.08,0.08,0,0,0.74
"228",0.1,0.33,0.07,0.84,0.04,0.13,0.34,0.49,0.3,0.54,0.11,1,0.25,0.49,0.13,0.41,0.57,0.42,0.46,0.29,0.26,0.27,0.22,0.16,0.18,"0.25",0.3,0.07,0.27,0.57,0.68,0.19,0.52,0.53,0.81,0.27,0.73,0.24,0.51,0.48,0.51,0.53,0.44,0.51,0.54,0.55,0.56,0.62,0.71,0.04,0.29,0.09,0.28,0.35,0.39,0.42,0.34,0.39,0.39,0.38,0.51,0.48,0.2,0.17,0.36,0.46,0.32,0.35,0.13,0.64,0,0.1,0.77,0.32,0.27,0.47,0.04,0.3,0.44,0.28,0.26,0.23,0.25,0.31,0.34,0.3,0.46,0.54,0.6,0,0,0.53,0.65,0.65,0.84,0.69,0.02,0.7,0.18,1,0.19
"229",0,0.45,0.81,0.35,0.03,0.01,0.58,0.54,0.45,0.6,0,0,0.12,0.32,0.08,0.25,0.68,0.6,0.42,0.16,0.14,0.23,0.14,0,0.25,"0",0.58,0.02,0.67,0.64,0.69,0.22,0.61,0.28,0.7,0.43,0.82,0.28,0.41,0.63,0.47,0.47,0.5,0.18,0.22,0.19,0.33,0.86,0.74,0.02,0.87,0,0.43,0.31,0.26,0.81,0.02,0.01,0.01,0.02,0.97,0.01,0.32,0.28,0.4,0.32,0.52,0.48,0.22,0.54,0.5,0.01,0.73,0.54,0.28,0.82,0.46,0.97,0.44,0.06,0.06,0.08,0.03,0.09,0.09,0.11,0.47,0.34,0.65,0,0,0.01,0.87,0.59,0.74,0.79,0.02,0.14,0,0,0.63
"230",0.01,0.24,0.76,0.39,0.05,0.02,0.3,0.45,0.27,0.49,0.03,1,0.25,0.43,0.14,0.5,0.54,0.33,0.46,0.31,0.37,0.53,0.2,0.17,0.88,"0.52",0.57,0.03,0.47,0.27,0.34,0.66,0.35,0.5,0.16,0.83,0.24,0.75,0.73,0.61,0.74,0.78,0.42,0.22,0.19,0.42,0.05,0.61,0.53,0.02,0.73,0,0.37,0.59,0.57,0.5,0.06,0.08,0.07,0.06,0.95,0.03,0.29,0.19,0.24,0.3,0.23,0.44,0.15,0.65,0,0.03,0.7,0.42,0.91,0.61,0.23,0.27,0.59,0.18,0.21,0.24,0.29,0.31,0.34,0.31,0.58,0.57,0.65,0.01,0,0.06,0.61,0.48,0.5,0.59,0.01,0.35,0.76,0.71,0.42
"231",0,0.38,0.09,0.88,0.02,0.09,0.34,0.4,0.23,0.57,0,0,0.17,0.33,0.46,0.45,0.64,0.35,0.49,0.21,0.2,0.19,0.23,0.23,1,"0.34",0.39,0.01,0.33,0.33,0.35,0.17,0.48,0.29,0.73,0.29,0.75,0.25,0.65,0.39,0.5,0.58,0.36,0.54,0.58,0.56,0.49,0.71,0.66,0,0.16,0,0.18,0.13,0.11,0.09,0.01,0.01,0.01,0,0.94,0.05,0.13,0.12,0.31,0.34,0.25,0.67,0.04,0.58,0,0.03,0.49,0.64,0.3,0.73,0.02,0.41,0.59,0.03,0.02,0.02,0.1,0.11,0.1,0.12,0.52,0.29,0.5,0,0,0.03,0.71,0.6,0.77,0.79,0.02,0.1,0.02,0,0.04
"232",0,0.5,0.02,0.98,0.02,0,0.53,0.44,0.35,0.48,0.01,0.68,0.23,0.45,0.12,0.48,0.62,0.28,0.52,0.24,0.22,0.21,0.04,0.09,0.02,"0.2",0.18,0.01,0.19,0.29,0.39,0.14,0.38,0.34,0.3,0.44,0.53,0.26,0.36,0.34,0.27,0.32,0.43,0.76,0.76,0.71,0.77,0.57,0.43,0,0.09,0,0,0.06,0.05,0.24,0,0.01,0,0.02,0.97,0.01,0.16,0.17,0.46,0.47,0.35,0.84,0.04,0.37,0.5,0.01,0.76,0.82,0.31,0.68,0.46,0.06,0.35,0.06,0.07,0.08,0.16,0.19,0.22,0.2,0.27,0.14,0.42,0,0,0.03,0.97,0.81,0.84,0.85,0.13,0.02,0.01,0,0.06
"233",0.02,0.32,0,0.88,0.06,0.16,0.36,0.4,0.26,0.57,0,0,0.18,0.38,0.78,0.46,0.63,0.46,0.5,0.23,0.24,0.25,0.46,0.13,0.21,"0.14",0.18,0.04,0.5,0.34,0.43,0.26,0.61,0.38,0.17,0.44,0.45,0.38,0.61,0.34,0.66,0.67,0.39,0.52,0.55,0.54,0.61,0.52,0.6,0.01,0.13,0.01,0.29,0.48,0.44,0.55,0.13,0.19,0.15,0.18,0.83,0.19,0.24,0.2,0.32,0.36,0.31,0.46,0.19,0.6,0,0.02,0.82,0.45,0.26,0.35,0.4,0.32,0.31,0.13,0.12,0.12,0.2,0.24,0.26,0.2,0.58,0.28,0.12,0.03,0.01,0.18,0.52,0.41,0.57,0.73,0.02,0.3,0.01,0,0.2
"234",0.19,0.44,0.7,0.29,0.15,0.24,0.55,0.69,0.54,0.38,0.21,1,0.23,0.44,0.16,0.41,0.46,0.71,0.35,0.26,0.27,0.36,0.25,0.13,0.27,"0.22",0.26,0.23,0.56,0.41,0.5,0.43,0.62,0.39,0.36,0.8,0.4,0.48,0.54,0.9,0.58,0.59,0.51,0.05,0.05,0.15,0,0.29,0.29,0.3,1,0.07,0.56,0.54,0.55,0.56,0.32,0.27,0.25,0.23,0.65,0.25,0.38,0.27,0.35,0.45,0.37,0.13,0.22,0.76,0,0.27,0.62,0.14,0.78,0.4,0.08,0.45,0.28,0.34,0.36,0.37,0.35,0.44,0.5,0.46,0.7,0.59,0.67,0.79,0.04,0.24,0.53,0.44,0.63,0.47,0.05,0.58,0.53,0.32,0.88
"235",0.03,0.54,0.01,0.97,0.07,0.02,0.4,0.53,0.32,0.33,0.03,0.84,0.55,0.71,0.32,0.52,0.42,0.18,0.45,0.51,0.39,0.37,0.6,0.08,0.34,"0.34",0.44,0.01,0.07,0.29,0.39,0.25,0.54,0.65,0.69,0.29,0.32,0.41,0.32,0.43,0.32,0.33,0.58,0.79,0.79,0.92,0.63,0.57,0.66,0,0.07,0.01,0.2,0.22,0.29,0.34,0.06,0.06,0.07,0.08,0.75,0.13,0.24,0.25,0.6,0.65,0.38,0.78,0.06,0.48,0.5,0.01,0.9,0.73,0.27,0.61,0.63,0.06,0.11,0.38,0.36,0.34,0.56,0.53,0.57,0.52,0.28,0.56,0.53,0,0,0.13,0.91,0.72,0.91,0.87,0.06,0.1,0.07,0,0.12
"236",0.01,0.62,0.35,0.5,0.01,0.39,0.45,0.49,0.3,0.42,0,0,0.23,0.49,0.45,0.28,0.56,0.4,0.32,0.23,0.18,0.24,0.14,0.68,0.19,"0.18",0.23,0.02,0.43,0.64,0.68,0.16,0.42,0.46,0.68,0.26,0.76,0.21,0.47,0.32,0.43,0.46,0.69,0.61,0.55,0.71,0.52,0.54,0.62,0.01,0.26,0.01,0.27,0.28,0.57,0.72,0.13,0.11,0.21,0.25,0.62,0.27,0.51,0.49,0.64,0.59,0.7,0.54,0.4,0.48,0.5,0.02,0.66,0.57,0.2,0.56,0.54,0.92,0.4,0.07,0.08,0.09,0.17,0.22,0.26,0.29,0.49,0.29,0.51,0,0,0.2,0.87,0.6,0.77,0.88,0.05,0.07,0,0,0.11
"237",0.03,0.8,0.37,0.29,1,0.2,0.51,0.76,0.54,0.1,0.04,1,0.29,0.85,0.18,0.29,0.13,0.32,0.48,0.22,0.21,0.25,0.27,0.11,0.22,"0.22",0.3,0.02,0.25,0.2,0.26,0.26,0.17,0.79,0.12,0.33,0.26,0.28,0.33,0.29,0.46,0.4,0.62,0.73,0.74,0.83,0.64,0.31,0.41,0.01,0.14,0.03,0.29,0.32,0.42,0.52,0.37,0.36,0.44,0.49,0.51,0.28,0.39,0.42,0.71,0.53,0.81,0.09,0.55,0.62,0,0.02,0.85,0.17,0.04,0,0.77,0.1,0.14,0.48,0.44,0.39,0.63,0.59,0.62,0.59,0.8,0.58,0.31,0,0,0.54,0.17,0.11,0.03,0,0.02,0.25,0.11,0,0.27
"238",0.02,0.61,0.03,0.96,0.05,0.04,0.44,0.43,0.28,0.26,0.03,0.75,0.52,0.75,0.45,0.7,0.38,0.1,0.46,0.46,0.39,0.38,0.35,0.28,0.31,"0.28",0.33,0.01,0.08,0.19,0.29,0.33,0.24,0.67,0.81,0.25,0.5,0.4,0.24,0.34,0.22,0.23,0.58,0.88,0.87,0.87,0.84,0.52,0.61,0,0.09,0,0.2,0.15,0.12,0.23,0.04,0.03,0.02,0.04,0.92,0.02,0.19,0.22,0.64,0.68,0.33,0.86,0.07,0.22,0.5,0.01,0.92,0.82,0.08,0.25,0.6,0.06,0.15,0.16,0.15,0.16,0.35,0.32,0.34,0.32,0.15,0.37,0.19,0,0,0.09,0.78,0.76,0.78,0.79,0.13,0.04,0.04,0,0.02
"239",0.05,0.51,0.02,0.95,0.05,0.07,0.53,0.54,0.45,0.44,0.06,1,0.36,0.52,0.27,0.54,0.54,0.39,0.57,0.39,0.31,0.3,0.25,0.11,0.22,"0.26",0.25,0.03,0.2,0.27,0.36,0.3,0.3,0.52,0.6,0.4,0.45,0.39,0.34,0.51,0.37,0.37,0.47,0.64,0.68,0.64,0.63,0.43,0.53,0.01,0.19,0.01,0.48,0.39,0.37,0.33,0.14,0.1,0.09,0.07,0.82,0.11,0.16,0.16,0.46,0.52,0.35,0.62,0.06,0.49,0.5,0.03,0.84,0.59,0.07,0.41,0.4,0.11,0.18,0.34,0.33,0.32,0.35,0.4,0.43,0.42,0.56,0.44,0.51,0.02,0,0.12,0.78,0.67,0.8,0.8,0.13,0.07,0.06,0,0.37
"240",0.04,0.35,0.03,0.89,0.18,0.05,0.34,0.5,0.3,0.36,0.05,1,0.3,0.6,0.3,0.41,0.37,0.4,0.42,0.31,0.3,0.3,0.32,0.14,0.23,"0.3",0.33,0.03,0.28,0.18,0.3,0.19,0.28,0.6,0.67,0.2,0.55,0.28,0.83,0.42,0.88,0.89,0.39,0.43,0.49,0.53,0.49,0.45,0.53,0.02,0.24,0.01,0.34,0.3,0.31,0.37,0.12,0.09,0.09,0.09,0.9,0.06,0.16,0.14,0.36,0.38,0.39,0.36,0.19,0.67,0,0.03,0.84,0.36,0.21,0.17,0.67,0.27,0.02,0.21,0.2,0.2,0.34,0.34,0.35,0.34,0.38,0.37,0.26,0,0.01,0.14,0.49,0.29,0.54,0.58,0.06,0.14,0.18,0,0.18
"241",0.03,0.52,0.02,0.93,0.23,0.03,0.41,0.38,0.25,0.33,0.04,0.83,0.81,0.65,0.2,0.77,0.37,0.16,0.45,0.84,0.73,0.71,0.78,0.54,0.53,"0.75",0.7,0.01,0.06,0.1,0.12,0.86,0.21,0.61,0.48,0.71,0.1,0.96,0.16,0.36,0.23,0.21,0.58,0.87,0.9,0.88,0.8,0.35,0.47,0,0.08,0.01,0.3,0.29,0.31,0.37,0.15,0.13,0.12,0.13,0.85,0.07,0.21,0.22,0.57,0.68,0.2,0.79,0.02,0.27,0.5,0.02,0.84,0.71,0.06,0.29,0.46,0.03,0.18,0.66,0.69,0.72,0.39,0.57,0.75,0.58,0.49,0.5,0.53,0,0,0.21,0.66,0.83,0.69,0.74,0.09,0.08,0.15,0,0.04
