"","Valor.Venta","int","precio.Metro2.casa","precio.Metro2.apart","n.banos","n.medio.banos","n.hab","zona","n.parqueaderos","tipo.inmueble","m.cuadra","km.parque","km.centrocom","km.estadio"
"643",2983.56,0.091,6.98900212320989,6.43955915358498,2,1,2,5,2,0,196.4,27.09,4.44,182.24
"644",3258.876,0.057,8.42595885035894,4.3301781107881,3,2,2,3,3,1,199.2,3.85,5.94,163.44
"645",3386.195,0.08,6.96145922703213,6.71875169053498,4,2,3,5,1,1,200.2,5.67,8.41,96.36
"646",3048.546,0.098,6.67604427967397,5.61267602296366,3,2,2,4,2,0,197.8,6.89,1.41,62.12
"647",2908.237,0.063,9.31993109691151,6.32805872052631,1,1,1,5,3,1,199,19.74,2.14,64.97
"648",2873.934,0.085,8.29055686105869,2.9388903778463,2,1,1,1,2,0,206.8,3.87,5.85,59.79
"649",3307.496,0.087,7.25665751044949,5.23007012771386,4,2,3,4,1,0,200.4,26.1,6.42,120.69
"650",2870.596,0.069,7.95199651370628,5.8132040633675,2,1,1,2,1,0,199.2,26.84,4.91,60.65
"651",3441.941,0.087,8.82904715910893,5.20943583631359,4,3,3,2,1,1,200.4,21.57,2.99,29.66
"652",3107.686,0.083,7.84986412227626,6.884634429437,3,1,2,2,2,0,201.2,15.47,4.99,9.1
"653",3156.176,0.072,8.86439891857458,6.11189198362786,2,1,2,5,2,1,201.2,4.27,3.7,182.03
"654",2778.52,0.066,7.66991202898577,6.96398872070561,1,1,1,3,3,0,200.8,18.26,2.9,174.05
"655",2892.695,0.099,7.12544828174977,3.95352727143255,2,1,2,3,1,0,200,22.43,4.79,131.27
"656",3481.303,0.073,8.81014308671107,4.99604346792891,4,3,3,3,3,1,198,13.18,0.28,90.21
"657",2849.375,0.086,6.97833561783675,10.2374041709719,1,0,1,3,1,1,199.6,21.74,5.37,74.16
"658",3311.394,0.091,5.86461998481397,6.99800597175342,4,3,3,4,2,0,198,25.63,4.44,30.69
"659",2706.996,0.09,6.8741428507236,7.19213713069666,1,1,1,3,1,0,199,16.25,4.7,69.34
"660",3450.401,0.085,5.4004135622272,3.81359383294261,4,1,4,3,1,0,197.6,0.76,6.94,119.25
"661",3026.591,0.059,8.1309052224035,6.84486437917116,2,1,2,5,1,1,195.2,6.31,5.61,57.38
"662",2812.822,0.059,6.15434216415133,5.81406805769006,2,1,1,1,2,0,201,4.36,7.65,129.67
"663",3356.248,0.099,8.21898973630379,7.11654840218915,3,1,3,2,2,1,200.2,29.63,1.49,163.56
"664",3115.895,0.098,8.39738638035997,6.03606114473911,3,1,2,5,2,0,201.8,9.16,8.93,192.29
"665",3049.625,0.099,8.58893012303078,6.33044069658396,2,1,2,2,2,0,201.6,28.05,0.65,164.88
"666",2818.446,0.098,8.26951063700039,6.18642923190758,1,0,1,1,1,1,199,29.57,1.84,170.9
"667",2695.689,0.081,6.60874627389488,4.37190588502849,1,0,1,4,2,0,199.8,23.07,6.13,114.71
"668",3029.905,0.083,8.61404533823105,5.77869789282896,2,1,2,5,3,0,202.4,2.58,4.11,3.12
"669",3411.197,0.1,8.19446771854884,5.95301474007105,4,1,3,5,3,0,201,27.61,6.7,87.27
"670",3124.02,0.098,8.26917588612455,7.10173931673356,3,2,2,3,2,0,199.6,27.42,9.29,12.14
"671",3154.6,0.078,7.52466471838051,8.81916163419667,3,1,2,1,2,1,197,10.74,0.46,15.77
"672",3062.411,0.07,7.24996071762283,6.47637744028099,2,2,2,3,3,0,199.8,28.16,4.89,153.7
"673",2821.981,0.092,5.759563369004,6.49407527511419,1,1,1,2,3,1,199.8,8.78,4.01,170.89
"674",3330.786,0.079,6.38464847891942,3.16246520184965,3,2,3,2,3,1,199.6,22.49,4.33,76.47
"675",3448.605,0.056,8.14904800454765,6.49287528790848,4,2,3,5,1,1,208.2,2.29,0.26,112.7
"676",3207.492,0.059,6.37730029729002,3.01006188273415,3,2,3,3,1,1,197,8.11,3.13,157.8
"677",2688.762,0.1,5.75625799908686,1.90843118588757,1,0,1,3,2,0,201.6,13.36,1.78,180.61
"678",3190.437,0.083,7.40804107098109,6.96469854693727,3,2,2,1,2,1,200.4,11.52,7.82,97.49
"679",3256.378,0.068,6.88962024434959,4.67137540128173,3,2,2,2,2,1,204,21.92,0.54,112.35
"680",2839.834,0.078,7.38795025846952,4.37301977451645,2,1,1,3,3,0,196.6,18.92,4.93,139.4
"681",3505.721,0.065,7.44869605336951,3.9506196754219,4,3,3,3,1,1,202,12.49,5.79,173.32
"682",2733.49,0.057,7.88253623181288,5.87913053508546,1,1,1,3,2,0,200,21.29,1.03,103.86
"683",3039.308,0.064,7.48109310019126,6.89623274787794,3,2,2,4,2,0,198.8,7.3,6.77,11.37
"684",2768.689,0.055,7.70199027036516,3.25590399697914,1,0,1,4,3,0,202.2,7.58,8.58,117.55
"685",2992.925,0.096,7.11274169680847,3.84966243041644,2,1,2,2,2,0,203.4,29.25,6.52,21.49
"686",3112.258,0.083,8.61667079034664,5.49718872484027,2,1,2,2,2,1,198,11.75,9.33,100.09
"687",3160.109,0.051,7.23719875305047,5.87332908968169,3,2,3,5,1,0,200,6.25,4.21,173.37
"688",3024.2,0.088,6.84280936847279,2.25330947931588,3,2,2,2,2,0,197.4,1.78,5.73,129.66
"689",2838.491,0.086,7.67134252983135,4.02992393342988,1,1,1,2,2,1,199,22.32,2.75,145.49
"690",3123.554,0.074,7.84786627598741,4.54675553661875,3,2,2,5,1,1,203.2,19.17,3.62,106.67
"691",3354.544,0.062,7.46912586279428,8.52520891147158,3,1,3,1,2,1,202.2,6.5,1.33,33.24
"692",2970.637,0.07,8.57453596405373,3.70892083052178,2,1,2,4,1,0,195.6,24.56,6.82,134.97
"693",3343.133,0.084,6.29593243220193,4.37139557175112,4,3,3,5,1,1,197.6,5.78,0.46,10.2
"694",3534.537,0.091,6.22009655470872,6.42387397907653,4,1,4,5,3,0,199.6,26.82,5.59,2.79
"695",3132.954,0.075,8.35796238592066,3.50931858401556,2,1,2,2,2,1,201.6,29.28,0.37,195.06
"696",2867.897,0.075,6.87486794051669,5.66744612360418,2,2,1,5,1,1,199.4,17,5.53,36.99
"697",3359.77,0.065,7.27671882661508,4.38176024895514,3,1,3,1,3,1,201.6,16.43,4.44,69.24
"698",2963.941,0.05,7.16363832145276,4.41301889889082,2,1,2,4,3,0,199.6,6.56,2.86,147.47
"699",3391.713,0.053,6.59737790402519,4.2437076690061,4,3,3,5,1,1,200.6,23.99,1.66,40.91
"700",2732.976,0.076,8.74101581056418,5.54891448812491,1,1,1,5,2,0,200.8,8.68,5,190.63
"701",2886.509,0.061,8.89389512314582,5.6580755178561,2,2,1,3,1,1,194.4,3.54,8.94,121.86
"702",3205.411,0.094,8.28034383030629,7.04626728258718,3,1,2,5,2,1,199.8,5.96,1.64,137.39
"703",3329.322,0.08,7.90409722901615,6.89915959635479,4,2,3,1,2,0,202.8,23.13,2.88,194.7
"704",3043.132,0.056,7.48023821209097,6.7592991068111,2,1,2,5,1,1,199.4,0.53,6.92,137.88
"705",2824.139,0.088,7.908782091491,4.77343803258065,1,1,1,2,2,1,199.2,3.39,9.99,161.23
"706",3367.358,0.078,7.74380422902717,7.49141802350076,3,1,3,5,1,1,200.8,19.9,8.36,35.07
"707",3545.365,0.099,6.69562925139963,3.48946063052754,4,1,4,4,1,0,199.4,3.03,0.85,11.67
"708",3238.417,0.094,8.73039107651463,5.93186788334293,3,2,3,4,1,0,201,10.19,8.11,179.25
"709",2947.133,0.082,6.91934953003372,5.48624810146324,2,1,2,2,1,0,201.4,16.34,2.41,68.32
"710",3154.165,0.061,8.43567552477435,6.14528798810794,3,2,2,4,3,0,198.2,15.08,2.11,151.95
"711",3149.163,0.08,6.43375731213495,6.08256172541833,4,1,2,2,1,0,199,29.5,8.57,181.62
"712",3067.068,0.062,6.4475536958983,7.91730584761792,3,1,2,4,2,0,197.2,3.65,4.07,199.91
"713",2919.517,0.1,7.44995405079801,6.20340163202003,2,1,1,1,2,1,200.2,4.1,5.72,14.27
"714",2796.556,0.056,6.71196731120888,7.44705267182084,1,0,1,3,3,0,201,15.02,5.81,41.56
"715",3401.332,0.094,7.16927756954035,4.9032078689222,4,3,3,3,3,0,197.4,28.52,6.55,55.57
"716",3476.956,0.077,5.56909475880506,5.99425210966162,4,2,4,3,2,0,202.6,6.85,4.11,121.91
"717",2874.209,0.056,7.28184555460015,5.91310389286537,2,1,1,2,2,0,203.2,4.03,9.87,186.11
"718",2923.816,0.092,8.1811849558291,5.08876603078491,2,1,1,4,2,1,198.2,14.57,0.59,12.45
"719",2994.064,0.072,6.29197190774772,6.85863361898017,3,2,2,2,1,0,198.8,2.03,5.99,196.14
"720",2824.734,0.052,6.46724096224768,7.3900992139871,1,0,1,2,3,1,199.6,5.9,7.17,7.22
"721",2897.857,0.083,7.1422156636375,4.01050402636689,2,1,1,2,2,1,198.8,13.67,2.8,27.9
"722",2838.335,0.059,7.44104062869167,6.19702822284487,1,1,1,1,1,1,200.8,26.19,6.81,176.39
"723",3400.946,0.095,8.09748294013149,5.80086357712892,4,1,3,5,3,0,202.4,15.3,5.56,94.95
"724",2974.449,0.071,7.17739305002837,9.04320015714258,2,1,2,5,2,0,197.8,11.54,2.48,138.47
"725",3042.652,0.062,7.26179402371111,4.7425639501142,3,1,2,5,1,0,199,7.49,2.71,28.38
"726",2964.689,0.076,7.71677008217485,5.58395082755481,2,1,2,2,1,1,195.8,27.82,7.56,191.35
"727",2946.934,0.089,6.44243631697188,3.71559427791187,2,1,2,4,1,0,199.2,27.85,5.53,155.36
"728",3162.867,0.061,6.9288598764592,7.82041684530965,3,1,2,3,2,1,198.2,25.02,5.43,75.69
"729",2893.779,0.082,7.23465260628562,3.86385126599529,2,1,1,4,2,1,193.2,10.11,6.38,60.62
"730",3097.172,0.076,7.20144249960277,6.29400963785589,3,2,2,3,3,0,202.6,15.75,4.13,102.32
"731",3254.455,0.087,6.6726615665468,7.57899655739052,4,3,2,4,1,1,198.4,19.82,8.86,81.98
"732",2845.259,0.057,7.91528174908503,5.08108375371095,2,1,1,5,2,0,197.8,11.08,7.95,2.65
"733",3278.964,0.054,7.09162438708975,5.45985626711595,4,3,3,3,1,0,200,14.94,1.8,3.34
"734",3135.786,0.058,7.5754809431353,3.95772820756595,2,1,2,2,3,1,198,6.37,6.28,125.72
"735",2863.657,0.094,7.49944998902494,6.2221987812105,1,0,1,5,3,1,201.2,2.27,2.87,42.69
"736",3045.232,0.099,6.61236015572619,8.12910084930596,3,1,2,5,2,0,198.2,7.78,3.22,189.21
"737",3101.393,0.072,7.32911998750762,5.54204335022762,3,2,2,4,1,0,203.8,24.27,4.56,65.93
"738",2794.56,0.059,7.18825540995791,4.98089479122316,1,1,1,4,1,1,197.8,7.67,2.15,2.94
"739",3114.973,0.099,9.12068650706355,5.16193709263606,3,1,3,3,1,0,200.2,5.29,6.69,11.37
"740",3007.003,0.051,7.88236901685407,5.50119368587873,2,1,2,4,2,0,202,18.51,9.18,40.98
"741",2986.218,0.087,8.80372088169082,3.65297359852262,2,1,1,4,2,1,202.2,19.48,1.57,139.17
"742",3298.543,0.067,7.22637461326189,1.16529768960253,4,2,3,5,2,0,199.2,6.91,9.49,109.74
"743",2808.379,0.058,7.4349994297152,6.34950941889285,1,0,1,5,2,1,196,6.72,3.76,126.31
"744",3344.617,0.088,6.79580227870273,3.37265586154468,4,2,3,4,1,1,196,18.87,6.47,25.31
"745",2988.877,0.082,8.53168556997799,7.68049441833753,2,1,1,2,1,1,204.4,24.71,5.8,148.91
"746",3248.78,0.072,7.363447547619,5.14365121007978,3,1,2,3,2,1,199.8,29.42,7.69,69.52
"747",2932.361,0.079,8.36232335284422,6.33929877279808,2,1,1,5,1,1,202.4,4.96,5.57,197.26
"748",3082.395,0.09,7.43333894572241,4.16219647905833,2,1,2,1,1,1,201.8,25.8,6.85,24.88
"749",3091.306,0.06,6.9793303042203,4.34061708885127,2,1,2,2,2,1,201.8,18.69,0.84,64.75
"750",3455.381,0.05,6.9668733029137,6.27267576227784,4,1,4,1,1,0,202.6,10.03,1.02,136.58
"751",3213.581,0.073,7.81262238953985,5.81820827485024,3,1,2,2,1,1,208.4,2.27,2.38,169.42
"752",2958.7,0.066,6.15122182109116,6.76937515461647,2,1,2,5,3,0,201.4,6.89,4.65,32.36
"753",3162.647,0.063,8.13109074815914,4.5979238745025,3,2,2,3,1,1,198.6,14.26,3.14,25.16
"754",2883.028,0.094,7.91028263091865,7.53098585326081,1,0,1,2,2,1,201,22.59,6.39,94.44
"755",2962.413,0.066,7.08613405473763,5.70049732399863,2,1,1,1,2,1,198.8,14.58,5.2,21.65
"756",3072.003,0.055,7.50558072406289,7.12061008652435,2,1,2,2,2,1,200,4.74,8.56,52.34
"757",3074.367,0.094,7.33653194165324,5.68561100909097,2,1,1,2,1,1,200,20.33,6.02,3.58
"758",2873.282,0.059,7.32515935559623,4.41220393529242,2,1,1,4,2,1,200.6,4.21,5.66,24.13
"759",2747.905,0.081,8.19342909036629,4.48737386943291,1,1,1,5,2,0,200.8,0.83,6.67,84.37
"760",2867.255,0.053,8.22906958106681,6.82685991000358,1,0,1,2,2,1,201,6.83,6.41,21.01
"761",3261.682,0.093,6.37310814370815,4.70227444205959,3,2,3,2,1,1,198.6,26.61,9.71,70.28
"762",2813.573,0.061,6.80831696577424,6.1508751774186,1,1,1,4,1,1,200.2,25.47,1.62,113.16
"763",2725.483,0.096,6.62116839491979,6.20190910590551,1,0,1,2,2,1,199.4,3.69,1.62,19.1
"764",3506.951,0.099,7.15116552583978,7.26258233230226,4,3,4,5,2,0,201.2,18.86,4.57,94.28
"765",3086.774,0.055,7.57360323419197,4.1334327673261,3,2,2,2,1,0,202.2,20.95,1.55,60.64
"766",2824.296,0.073,6.03047717293872,5.01792452484135,2,1,1,2,2,0,202.8,16.87,1.33,75.41
"767",3000.285,0.065,8.81433047791422,6.34419220308545,2,1,2,3,2,0,194.8,14.76,2.42,112.35
"768",2836.863,0.092,7.01852711829852,4.83860913522466,1,0,1,1,2,1,199.6,15.72,9.17,48.56
"769",2793.574,0.059,6.937275147757,4.79896128177637,2,1,1,3,1,0,199.8,1.3,4.44,128.36
"770",3040.923,0.058,7.96081430359801,5.32407285263185,2,1,2,4,1,1,199.8,3.02,3.95,70.99
"771",3069.879,0.089,6.84164324624057,4.95001413217186,3,2,2,4,2,0,200.2,23.54,4.86,171.75
"772",3227.848,0.083,7.75437946390731,5.47354159253189,3,1,2,3,2,1,200.4,25.8,4.77,5.08
"773",3370.609,0.05,7.82446943893569,5.40284727536107,3,2,2,2,3,1,198.8,24.88,7.15,101.63
"774",3306.887,0.096,7.44737451997676,3.42841980171704,4,2,2,3,3,1,199.2,19.9,6.53,116.21
"775",3344.658,0.091,7.13566559502803,6.97733932289918,3,2,3,1,3,1,197.8,5.7,3.05,152.77
"776",3220.104,0.087,8.52755480412931,5.18644137570541,3,2,2,1,2,1,200.8,25.11,1.48,142.77
"777",2779.774,0.077,7.34518426651016,5.60054892046321,1,0,1,4,2,0,205,24.97,6.75,97.17
"778",2873.091,0.066,7.05150048059539,6.90298339143845,1,1,1,3,3,1,194.6,18.62,6.43,132.01
"779",3164.16,0.068,6.22706219603794,3.65703033618435,3,1,2,3,2,1,204.8,8.13,5.76,169.15
"780",3073.254,0.081,8.05413602772881,5.8619056977451,3,2,2,3,2,0,198.6,0.54,1.98,73.7
"781",3360.93,0.078,7.99460953192046,7.81719877306442,3,2,3,3,2,1,198.8,22.32,4.51,57.54
"782",3118.84,0.072,7.72686312269541,5.31739950445322,2,1,2,4,1,1,205.4,22.62,8.53,55.54
"783",3342.684,0.088,7.0500608704865,7.34895392347235,3,1,3,5,1,1,201.6,24.16,3.09,180.23
"784",3240.682,0.071,7.51560627461947,7.06045717286563,3,1,2,2,2,1,200.8,20.16,7.9,136.11
"785",3092.496,0.077,7.70247994211194,6.22318103482153,2,1,2,5,2,1,199.2,13.28,3.65,65.23
"786",3174.072,0.08,8.96655996112171,6.70884866526734,2,1,2,4,2,1,202.6,12.46,8.79,39.41
"787",3094.79,0.058,8.78738955014186,5.84728429186879,3,2,2,4,2,0,199.4,3.84,1.06,115.18
"788",3214.863,0.07,6.9006813007362,6.51966391194971,3,2,2,3,3,1,198.8,19.46,8.03,34.22
"789",2764.338,0.094,4.95386461800163,4.6382994670129,1,0,1,3,2,1,200.2,6.53,7.98,49.02
"790",3146.892,0.087,8.1829827286663,2.41787902752144,3,2,2,5,2,1,196.8,2,9.04,52.33
"791",2875.313,0.075,9.00642367255348,3.21283728638996,1,1,1,1,1,1,203.8,9.83,9.82,187.57
"792",3100.783,0.07,9.30336783143881,4.28465919218473,2,1,2,4,2,1,196.2,20.12,3.57,118.37
"793",2844.85,0.056,8.23863926101589,8.03768544798793,2,1,1,2,1,0,196.4,22.77,8.37,179.33
"794",2823.053,0.076,7.67882812919404,3.92130017977483,1,1,1,5,2,1,199.8,12.32,9.51,116.66
"795",3365.093,0.097,8.72560443920039,10.5885562943727,3,1,3,5,1,1,201.6,7.76,4.28,0.86
"796",3225.104,0.058,6.63214363403021,5.39729696680524,4,3,2,2,3,0,200.6,29.19,8.69,78.79
"797",2789.643,0.07,7.30509289154221,5.15729773187222,2,1,1,4,1,0,199,21.58,8.23,8.32
"798",3223.789,0.054,7.61369154613991,3.51753729104089,3,2,3,1,3,0,201,18.49,0.41,168.8
"799",3334.336,0.096,8.06207195494586,4.8698767024885,4,2,3,2,2,0,190.6,26.35,7.02,18.11
"800",3140.272,0.081,7.88233144401324,4.61840755980533,3,2,2,1,3,0,200.2,24.62,5.22,137.38
"801",2855.195,0.091,8.61333321162521,6.96553308515717,1,1,1,3,2,1,199.8,6.1,7.3,12.64
"802",3090.975,0.087,9.23989650303619,6.10667740832431,2,1,2,5,1,1,199.6,3.15,6.67,191.31
"803",2844.913,0.059,7.16008708031246,6.30327189313886,2,1,1,4,2,0,200.6,23.29,3.36,29.48
"804",3100.486,0.069,7.80007566280123,6.5019977446227,2,1,2,1,2,1,197.4,2.11,2.1,115.49
"805",3299.782,0.072,6.52744641131801,4.38896369391755,3,2,3,4,2,1,201,4.87,0.98,77.02
"806",2920.168,0.096,8.06201702766826,5.80682422488371,1,0,1,3,3,1,203.4,21.21,5.29,21.64
"807",2997.259,0.055,7.96546236198407,5.99697104926169,2,1,2,5,2,0,201,8.43,9.22,152.39
"808",3064.732,0.067,7.24932444486992,6.11671705622617,3,1,2,3,2,0,202.2,11.35,6.16,139.71
"809",2888.374,0.087,7.35239821240319,6.44649833790846,1,1,1,3,3,1,198.4,17.7,1.07,67.17
"810",3261.517,0.097,6.8542754707249,3.61756589932405,4,3,2,2,2,1,199.4,16.56,7.01,38.74
"811",2878.904,0.06,6.0727674891648,5.63495203637614,1,0,1,1,3,1,201.4,23.82,3.01,106.91
"812",3587.632,0.091,9.04988069429749,4.46569072349099,4,3,4,3,2,1,200.6,9.55,1.32,88.12
"813",3428.913,0.09,6.91152618927499,6.12496643961657,4,3,4,1,2,0,196,21.44,4.93,43.13
"814",2854.832,0.062,8.99605497373211,7.08886593102529,1,1,1,2,2,1,196,15.9,8.5,196.53
"815",3041.416,0.097,6.34810122381949,6.84781995674761,3,1,2,3,2,1,196.8,18.1,4.75,158.71
"816",2841.173,0.062,6.91018676716596,4.72705751888749,1,1,1,2,1,1,205.6,24.84,9.7,10.2
"817",3543.777,0.084,8.36533222796525,4.51699675253215,4,2,3,2,3,1,200.2,18.61,9.72,35.8
"818",2740.374,0.084,8.33747777245048,6.86916886397144,1,1,1,2,1,0,196.6,27.2,3.26,139.89
"819",2706.571,0.092,8.60836750158191,3.89593809707029,1,0,1,2,1,0,195.8,16.35,7.93,183.04
"820",3191.854,0.085,6.63198900500003,4.28086717221294,3,2,2,2,2,1,199.8,29.98,6.41,161.98
"821",3107.753,0.058,5.9450031253985,4.38093972729201,3,1,2,4,2,1,197,4.2,9.95,6.97
"822",3114.902,0.079,8.58050757458251,5.1137815521982,3,1,2,3,2,0,196.8,23.88,5.1,60.69
"823",2889.827,0.095,5.79708521496031,6.0870546301802,2,1,2,1,1,0,197.2,3.73,4.96,64.85
"824",3216.782,0.058,6.40033100882727,6.32112501282694,3,2,2,4,3,1,200,20.56,8.54,121.72
"825",2806.554,0.09,9.87413545484813,5.16844474429774,1,0,1,5,1,0,198.8,18.12,9.66,145.02
"826",3114.606,0.064,8.39867645256979,6.31694785006165,2,1,2,3,2,1,199.6,19.97,9.62,145.69
"827",2929.027,0.059,8.27494510860024,4.95711321124449,2,1,1,4,2,1,199.6,3.88,8.08,38.95
"828",3038.588,0.08,7.4455335429157,6.94276138417306,2,2,2,1,3,0,200.8,14.59,6.63,139.82
"829",2800.396,0.099,7.63936063691065,5.14282148994207,1,1,1,4,3,0,206,2.48,3.73,115.27
"830",3043.404,0.068,7.53317499056428,4.8037819429095,2,1,1,1,2,1,198.2,25.2,6.69,39.67
"831",3459.19,0.067,8.90751494726797,6.54000095138301,4,2,3,1,2,1,198.4,14.28,1.56,175.51
"832",3185.258,0.059,8.14154671350535,6.69174110259703,3,2,2,5,1,1,199.2,3.42,3.96,109.53
"833",2780.376,0.055,8.83730250007614,7.56645275448091,1,0,1,4,2,0,200.6,12.42,5.62,133.25
"834",3307.448,0.087,8.7391697964485,6.76815104180221,3,2,3,5,3,0,196.8,24.01,0.96,41.67
"835",3053.185,0.051,5.58820668759742,5.16945541794327,3,1,2,2,2,0,199,27.88,3.05,49.73
"836",2709.367,0.057,6.56555593695772,5.92429533838146,1,0,1,5,2,0,204.2,4.18,1.63,16.33
"837",3072.227,0.051,8.45916965085998,4.99317209511295,3,2,2,5,2,0,194.6,27.23,5.49,21.31
"838",3458.612,0.077,8.48119591079158,3.42033178160431,4,1,3,5,2,1,199.4,13.56,4.81,75.48
"839",2790.738,0.076,9.42532040508733,2.21370930196352,1,0,1,2,3,0,196.8,24.36,2.23,1.27
"840",3004.259,0.079,5.63889358567834,5.61623397060637,2,1,2,4,3,0,199.4,21.62,4.75,27.29
"841",3429.235,0.087,6.3484120550624,8.26732386394398,4,3,4,4,2,0,198.4,26.91,6.05,116.75
"842",2945.565,0.06,7.91455120617387,4.24430900754436,2,1,1,4,2,1,198.8,17.37,1.1,188.12
"843",2864.006,0.065,6.57936057070679,5.39428967729392,2,1,1,3,3,0,202.4,23.95,2.33,9.2
"844",3124.818,0.069,7.24505528387753,2.725545953171,2,1,2,2,2,1,200,18.44,6.12,188.99
"845",3167.237,0.093,8.14253754081454,7.46976403925193,3,2,2,4,1,1,196.8,12.15,8.09,50.15
"846",2903.44,0.052,6.71676136504547,5.08025620302381,2,1,1,4,2,1,200.8,8.96,9.76,176.75
"847",3653.017,0.075,8.2953446163852,4.52850603244567,4,2,4,5,3,1,201.8,15.55,8.76,103.65
"848",2958.741,0.056,8.99183146774285,5.62449722508702,1,1,1,5,3,1,207.4,10.73,4.62,130.18
"849",3075.048,0.082,7.8661266007952,5.34065504212575,3,2,2,3,2,0,198,4.59,8.53,84.2
"850",2803.425,0.076,7.50871118546718,3.66202733797413,1,0,1,2,1,0,204.8,6.02,4.39,5.27
"851",3211.74,0.08,7.5588242146237,2.93241740302977,3,2,2,2,2,1,200.4,24.57,2.32,13.27
"852",2793.143,0.076,8.46351315554215,4.39513728726634,2,1,1,5,1,0,196.8,9.08,2.35,56.05
"853",3178.714,0.079,6.68825721006116,8.3698873755872,2,1,1,5,2,1,199.2,18.45,4.62,11.2
"854",3314.409,0.065,6.43205689483461,5.70852772097109,3,1,3,1,2,1,199.4,13.08,1.97,137.97
"855",3060.835,0.056,8.02735497957333,5.25823916105319,2,1,2,5,1,1,200.8,18.22,2.94,83.69
"856",3320.892,0.069,7.28627887420018,3.31035187261508,3,1,3,4,2,1,199.6,1.32,9.77,62.61
"857",2909.012,0.075,7.07136508914107,3.25295863032889,2,1,2,3,2,0,196.6,20.9,4.27,163.45
"858",3563.588,0.091,6.94225834966887,6.50693375991739,4,2,4,2,3,0,203.6,29.34,7.76,115.49
"859",3374.284,0.05,7.84551001344325,7.83575178056262,3,1,3,3,2,1,199.8,20.17,3.55,13.6
"860",2895.638,0.056,6.11889118650453,7.57936923041985,2,1,1,3,2,1,198.4,8.46,5.33,51.82
"861",3075.786,0.069,7.39005578625422,7.62748997139495,3,1,2,4,2,0,201.8,4.92,6.23,39.8
"862",3086.525,0.081,7.52933664933051,6.87295476930083,2,1,2,4,1,1,199.6,25.8,3.37,136.56
"863",3122.239,0.086,6.84590871475934,2.77407428285464,3,2,2,4,2,1,197.8,3.3,5.89,58.77
"864",3441.683,0.085,8.93813084807737,8.22835327389552,4,3,3,1,2,1,201,20.38,2.36,162.26
"865",3202.604,0.087,8.20186330621705,5.78183010207993,2,1,2,2,3,1,205.6,23.96,7.62,171.79
"866",2792.281,0.067,8.44364885980567,6.86393320381055,1,1,1,5,2,0,202.4,9.79,6.26,156.59
"867",3337.003,0.093,8.05355917403252,5.71492016471598,4,3,2,5,3,1,197.6,25.93,7.77,34.04
"868",3514.057,0.078,6.90240391012393,3.95136923841987,4,3,3,2,3,1,200.4,28.59,3.63,95.77
"869",3218.209,0.053,7.27534680186264,8.49289816971258,3,2,2,5,2,1,200.4,29.96,0.36,120.96
"870",2791.437,0.068,8.62017452986612,7.59671655651614,1,1,1,4,2,0,199.4,19.34,9.67,119.39
"871",2797.5,0.05,8.5145134506542,4.69309943167327,1,1,1,5,1,1,196.6,10.12,5.1,98.05
"872",2886.223,0.055,8.69348155233598,7.0786643598111,1,1,1,4,1,1,199.2,29.4,4.39,101.03
"873",2850.917,0.084,7.68853493111473,5.13414786608281,2,1,1,5,3,0,200.8,7.61,4.27,0.32
"874",3228.004,0.093,7.89591367215431,1.93490559445348,3,2,2,2,3,1,201.2,20.7,2.17,137.76
"875",3062.979,0.078,7.13673593833346,4.47127263509984,3,2,2,3,1,0,202.4,11.53,6.88,184.5
"876",3076.126,0.077,8.0573308407265,5.66899394797449,3,2,2,4,1,0,199.8,24.57,4.53,73.32
"877",2836.883,0.095,8.97641441591303,5.42246304042177,1,1,1,5,2,1,202,7.73,2.79,197.59
"878",2696.229,0.056,8.14574036895208,5.82529655232526,1,1,1,3,1,0,197.2,16.62,4.97,160.75
"879",3129.948,0.097,8.33076217126351,4.48720662780298,2,1,2,5,2,1,199.6,1.57,7.37,109.21
"880",3061.395,0.055,5.79828766812133,6.33360862649093,3,2,2,2,1,0,201.8,25.15,3.87,72.5
"881",3149.586,0.054,5.42164143787977,6.65139373319293,3,1,2,3,3,1,198.8,2.81,1.45,37.9
"882",3059.383,0.098,6.39134985985005,5.75934073429684,2,1,2,5,1,1,198.6,22.22,6.48,13.95
"883",3341.616,0.084,6.50557803726173,4.59540213011928,4,3,3,2,3,0,202.4,5.99,2.44,139.42
"884",3129.881,0.068,6.85015534010865,6.60296040899881,3,2,2,2,1,1,197.8,23.54,2.07,47.09
"885",2914.568,0.06,6.19713055729353,3.52689803313262,2,1,1,1,3,1,197,13.87,1.16,22.86
"886",2976.929,0.052,6.2800025444171,5.25145114427462,2,1,1,4,3,1,202.2,22.97,3.52,67.89
"887",3033.249,0.066,7.34743719811552,4.99592206747598,3,1,2,3,1,0,197.6,1.18,1.62,120.7
"888",2815.32,0.086,6.89453182698899,4.62491207653024,1,1,1,1,2,1,201.2,14.22,0.89,19.54
"889",3062.091,0.082,7.55804367211149,5.44542844189131,3,1,2,5,1,0,196.8,21.7,6.63,30.01
"890",2964.375,0.08,6.12563943646538,4.50387251461529,1,0,1,5,1,0,200.6,23.23,8.48,182.08
"891",3175.829,0.098,8.25460479092239,8.26619951193162,3,2,2,4,1,1,192.2,29.95,6.29,150.43
"892",2882.064,0.069,8.13348822252362,6.45670859131633,1,0,1,1,2,1,204,15.07,3.25,178.53
